launch_service_provider,mission,name,net,pad,rocket,status
Antrix Corporation Limited,—,PSLV-CA | SPOT 6 & PROITERES,09/09/2012 4:23 a.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV,Launch Successful
Antrix Corporation Limited,—,"PSLV-CA | SPOT-7, CanX-4, CanX-5, AISat, VELOX-I",06/30/2014 4:22 a.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV,Launch Successful
Antrix Corporation Limited,"DMC-3, CBNT-1 & DeOrbitSAIL","PSLV XL | DMC-3A, DMC-3B, DMC-3C, CBNT-1 & DeOrbitSAIL",07/10/2015 4:28 p.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV-XL,Launch Successful
Antrix Corporation Limited,TeLEOS-1,PSLV-CA | TeLEOS-1,12/16/2015 12:30 p.m.,"Satish Dhawan Space Centre First Launch Pad | Satish Dhawan Space Centre, India",PSLV,Launch Successful
