launch_service_provider,mission,name,net,pad,rocket,status
United Space Alliance,STS-114,Space Shuttle Discovery / OV-103 | STS-114,07/26/2005 2:39 p.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-121,Space Shuttle Discovery / OV-103 | STS-121,07/04/2006 6:37 p.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-115,Space Shuttle Atlantis / OV-104 | STS-115,09/09/2006 3:14 p.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-116,Space Shuttle Discovery / OV-103 | STS-116,12/10/2006 1:47 a.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-117,Space Shuttle Atlantis / OV-104 | STS-117,06/08/2007 11:38 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-118,Space Shuttle Endeavour / OV-105 | STS-118,08/08/2007 10:36 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-120,Space Shuttle Discovery / OV-103 | STS-120,10/23/2007 3:38 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-122,Space Shuttle Atlantis / OV-104 | STS-122,02/07/2008 7:45 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-123,Space Shuttle Endeavour / OV-105 | STS-123,03/11/2008 6:28 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-124,Space Shuttle Discovery / OV-103 | STS-124,05/31/2008 9:02 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-126,Space Shuttle Endeavour / OV-105 | STS-126,11/15/2008 12:55 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-119,Space Shuttle Discovery / OV-103 | STS-119,03/15/2009 11:43 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-125,Space Shuttle Atlantis / OV-104 | STS-125,05/11/2009 6:01 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-127,Space Shuttle Endeavour / OV-105 | STS-127,07/15/2009 10:03 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-128,Space Shuttle Discovery / OV-103 | STS-128,08/29/2009 3:59 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-129,Space Shuttle Atlantis / OV-104 | STS-129,11/16/2009 7:28 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-130,Space Shuttle Endeavour / OV-105 | STS-130,02/08/2010 9:14 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-131,Space Shuttle Discovery / OV-103 | STS-131,04/05/2010 10:21 a.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-132,Space Shuttle Atlantis / OV-104 | STS-132,05/14/2010 6:20 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-133,Space Shuttle Discovery / OV-103 | STS-133,02/24/2011 9:53 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-134,Space Shuttle Endeavour / OV-105 | STS-134,05/16/2011 12:56 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
United Space Alliance,STS-135,Space Shuttle Atlantis / OV-104 | STS-135,07/08/2011 3:29 p.m.,"Launch Complex 39A | Kennedy Space Center, FL, USA",Space Shuttle,Launch Successful
