launch_service_provider,mission,name,net,pad,rocket,status
Soviet Space Program,Yantar-4K2 16,Soyuz U | Yantar-4K2 16,08/16/1985 3:10 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Molniya-1T 64,Molniya-M | Molniya-1T 64,08/22/1985 7:28 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,US-A 27,Tsiklon-2 | US-A 27,08/23/1985 10:33 p.m.,"90 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Soviet Space Program,Resurs-F1 17F41 53L,Soyuz U | Resurs-F1 17F41 53L,08/29/1985 10:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Yantar-4K2 17,Soyuz U | Yantar-4K2 17,08/29/1985 11:33 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,Strela-2M 37,Kosmos-3M | Strela-2M 37,09/04/1985 7:05 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Zenit-4MKT 27,Soyuz U | Zenit-4MKT 27,09/06/1985 10:45 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Soyuz T-14,Soyuz-U2 | Soyuz T-14,09/17/1985 12:38 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Soviet Space Program,US-P 22,Tsiklon-2 | US-P 22,09/19/1985 1:32 a.m.,"90 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Soviet Space Program,Zenit-8 21,Soyuz U | Zenit-8 21,09/19/1985 10:10 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,US-K 42,Molniya-M | US-K 42,09/24/1985 1:18 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Zenit-8 22,Soyuz U | Zenit-8 22,09/26/1985 11:15 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,TKS-M,Proton | TKS-M,09/27/1985 8:41 a.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Soviet Space Program,US-K 43,Molniya-M | US-K 43,09/30/1985 7:23 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Taifun-2 21,Kosmos-3M | Taifun-2 21,10/02/1985 9 a.m.,"107/1 | Kapustin Yar, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Resurs-O1 1,Vostok 8A92M | Resurs-O1 1,10/03/1985 5:48 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Vostok 8A92M,Launch Successful
Soviet Space Program,Molniya-3 38L,Molniya-M | Molniya-3 38L,10/03/1985 7:33 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
