launch_service_provider,mission,name,net,pad,rocket,status
Starsem SA,6 x Globalstar-2,Soyuz-2.1a/Fregat | 6 x Globalstar-2,10/19/2010 5:10 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a/Fregat-M,Launch Successful
Starsem SA,6 x Globalstar-2,Soyuz-2.1a/Fregat | 6 x Globalstar-2,07/13/2011 2:27 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a/Fregat-M,Launch Successful
Starsem SA,6 x Globalstar-2,Soyuz-2.1a/Fregat | 6 x Globalstar-2,12/28/2011 5:09 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a/Fregat-M,Launch Successful
Starsem SA,MetOp-B,Soyuz-2.1a/Fregat | MetOp-B,09/17/2012 4:28 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a/Fregat-M,Launch Successful
Starsem SA,6 x Globalstar-2,Soyuz-2.1a/Fregat | 6 x Globalstar-2,02/06/2013 4:04 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz 2.1a/Fregat-M,Launch Successful
